Eng,Chi
Lamentation in the Boudoir (Zheng Solo),深閨怨(箏獨奏)
Wolfgang Amadeus Mozart,莫札特
Simon Over,西門柯華
Andrew Sinclair,安德魯辛克萊爾
Richard Roberts,羅偉卓
Graziela Bastos,Graziela Bastos
Allen Fung,馮海林
Alex Chen,陳俊堯
Joanne Shao,邵樂敏
Michael Lam,林俊廷
Li Yang,李洋
Oliver Knussen,Oliver Knussen
Stanley Wong,王謙
A.Cabral,卡布拉爾
La foule (arr. R. Dyens,人群 (迪安斯編曲，結他獨奏)
Guitar Solo),
Sébastien Vachez,塞巴斯蒂安．衛斯
R. Dyens,迪安斯
Charles Kwong,鄺展維
As the Streams Never Cease (world première),如川，不舍晝夜(世界首演)
Richard Strauss,李察史特勞斯
Four Last Songs,最後四首歌
Somtow Sucharitkul,Somtow Sucharitkul
Mahler,馬勒
Weber,韋伯
Kiu Lap Wu,胡喬立
Yukman Pak,白鈺汶
Darren Ho,何敦文
Kelvin Tam,譚智聰
Eric So,蘇步雲
Fred Cheng,鄭鵬飛
Tommy Wong,黃肇瑋
J.S.Bach,J.S.Bach
Gary Ngan,Gary Ngan
Chan Hiu Yin Derek,Chan Hiu Yin Derek
Cheng Hiu Ying Elvira,Cheng Hiu Ying Elvira
Monica Johnston,Monica Johnston
Lam Tim Wai,Lam Tim Wai
C.P.E.Bach,C.P.E.Bach
Sonata in C Major for Viola da Gamba and Continuo Wq.136 H.558,Sonata in C Major for Viola da Gamba and Continuo Wq.136 H.558
Jim Wai Man Jamie,Jim Wai Man Jamie
W.F.Bach,W.F.Bach
Bu Xinge,Bu Xinge
Celebrating the Chinese New Year (Chaozhou Gongs and Drums Da luogu),歡慶新春(潮州大鑼鼓)
Ng Pui-ling,吳佩玲
Li Ying-wai,李英蔚
Wong Shek-tong,王錫糖
Universal Joy (Chaozhou Gongs and Drums Da luogu),普天同樂(潮州大鑼鼓)
N.W. Gade,嘉德
Annie Cheung,鄭詠欣
Kiki Wan,溫凱琪
Brude-Vals,婚禮—華爾滋舞曲
Sharpening the Sickle (Chaozhou Gongs and Drums Xiao luogu),磨鐮刀(小鑼鼓樂)
Kelly Liew,劉麗娟
Dorathy Kong,江靄恩
Albert Lim,林俊
Mylthie Wong,黃婉薇
Karl Hui,許仲謀
Daniel Chu,朱錦榮
Candy Chik,戚芷君
Ray Tsoi,蔡睿
陶一陌,陶一陌
萬幸,萬幸
江淑慧,江淑慧
吳靑健,吳靑健
陳芷菁,陳芷菁
林雅雯,林雅雯
林穎雯,林穎雯
蘇詠婷,蘇詠婷
穆衍彤,穆衍彤
黃晞瑜,黃晞瑜
謝雅嵐,謝雅嵐
李巧盈,李巧盈
吳嘉玲,吳嘉玲
梁德蓉,梁德蓉
趙越,趙越
溫嘉欣,溫嘉欣
古馨月,古馨月
鄔源珊,鄔源珊
鞏雪,鞏雪
《蝴蝶與藍》(箏與大提琴),《蝴蝶與藍》(箏與大提琴)
賈楠,賈楠
王中山,王中山
葛力,葛力
《溟山》(箏獨奏，只限3月8日),《溟山》(箏獨奏，只限3月8日)
劉雅婷,劉雅婷
方婉如,方婉如
《崖山哀》(箏獨奏，只限3月9日),《崖山哀》(箏獨奏，只限3月9日)
魏方夏,魏方夏
周延甲,周延甲
周望,周望
周本立,周本立
《百花引》(古箏重奏),《百花引》(古箏重奏)
Maurice Ravel,莫里斯．拉威爾
Ma Mère L'Oye,鵝媽媽組曲
Giuseppe Cataldo,朱塞佩．卡塔爾多
Sonata for cello and piano,大提琴與鋼琴奏鳴曲
Chu Yi-bing,朱亦兵
Gabriel Fauré,加布里埃爾．佛瑞
Tuck,Tuck
鼓起勇氣(敲擊合奏),鼓起勇氣(敲擊合奏)
王偉文,王偉文
許鴻莉,許鴻莉
梁樂,梁樂
林潤山,林潤山
馮嘉安,馮嘉安
馮楚穎,馮楚穎
林凱穎,林凱穎
朱愷雯,朱愷雯
久石讓,久石讓
曾陳遂婉,曾陳遂婉
吳天霖,吳天霖
吳熙林,吳熙林
龍貓(敲擊合奏,龍貓(敲擊合奏
編,編
錢詩淇,錢詩淇
Badelt,Badelt
陳韜武,陳韜武
Pirates of the Caribbean,Pirates of the Caribbean
鍾永樂,鍾永樂
鄭艷艷,鄭艷艷
掀起你的蓋頭來(中樂合奏,掀起你的蓋頭來(中樂合奏
新疆維吾爾族民歌,新疆維吾爾族民歌
易承殷編),易承殷編)
陳衍光,陳衍光
鼓舞飛揚(中國敲擊合奏),鼓舞飛揚(中國敲擊合奏)
黎德音,黎德音
韓進豐,韓進豐
陳卓帆,陳卓帆
關玉瓊,關玉瓊
龍文慧,龍文慧
蘇家威,蘇家威
何文輝,何文輝
衛嘉欣,衛嘉欣
陳敏寧,陳敏寧
陳海茵,陳海茵
張瑩瑩,張瑩瑩
張希雅,張希雅
杜卓慧,杜卓慧
歌聲永伴隨(合唱),歌聲永伴隨(合唱)
孫倩凝,孫倩凝
Donnelly,Donnelly
孫恩彤,孫恩彤
We Can Make a Difference (合唱,We Can Make a Difference (合唱
arr. L.O.Strid),arr. L.O.Strid)
羅永暉,羅永暉
Rachel Cheung,張緯晴
Impresario Overture,《劇院經理》序曲，K486
K486,
Roberto Forés Veses,佛里斯．維塞斯
Juliette Hurel,余蕾爾
K313,
Stephen Yip,葉樹堅
Ink‧Color (world première),《墨．彩》(世界首演)
Edgar Moreau,莫羅
郭亨基,郭亨基
金湖舞曲(彈撥樂合奏),金湖舞曲(彈撥樂合奏)
黃翎欣,黃翎欣
顧冠仁,顧冠仁
林玲玲,林玲玲
三六(彈撥樂合奏),三六(彈撥樂合奏)
施光南,施光南
洪慧婷,洪慧婷
吐魯番的葡萄熟了(彈撥樂合奏，周成龍編曲),吐魯番的葡萄熟了(彈撥樂合奏，周成龍編曲)
朱艷顏,朱艷顏
姚敏,姚敏
劉慕華,劉慕華
站在高崗上(彈撥樂合奏，周成龍編曲),站在高崗上(彈撥樂合奏，周成龍編曲)
徐曉琳,徐曉琳
陳思彤,陳思彤
文姬歸漢(彈撥樂合奏),文姬歸漢(彈撥樂合奏)
麥偉鑄,麥偉鑄
薩拉撒特,薩拉撒特
Mikhail Pletnev,柏尼夫
BWV808,BWV八○八
屈愛兒,屈愛兒
一鼓作氣(鼓樂),一鼓作氣(鼓樂)
陳子信,陳子信
伍華晞,伍華晞
王艷銓,王艷銓
鍾梁玉琴,鍾梁玉琴
凌騰芳,凌騰芳
龔燕妮,龔燕妮
程秀華,程秀華
嚴天樂,嚴天樂
任家慧,任家慧
曾薇薇,曾薇薇
谷建芬,谷建芬
謝大偉,謝大偉
曾銳烺,曾銳烺
鍾文筐,鍾文筐
黃子琛,黃子琛
盧雅芝,盧雅芝
廖靜妍,廖靜妍
廖嘉欣,廖嘉欣
黃安兒,黃安兒
羅華君,羅華君
梁庭榣,梁庭榣
陳心如,陳心如
歷史的天空(中樂合奏,歷史的天空(中樂合奏
陳沛誠,陳沛誠
黃霑,黃霑
羅芷芊,羅芷芊
男兒當自強(中樂合奏,男兒當自強(中樂合奏
Antonín Dvořák,德伏扎克
新世界交響曲,新世界交響曲
Berlioz,白遼士
Le Corsaire,《海盜》序曲，作品21
Raphaël Sévère,塞韋爾
王小月,王小月
楊益,楊益
平湖秋月,平湖秋月
Alexandre Tharaud,亞歷山大．薩洛
Huang Xiao-fei,黃曉飛
An Autumn Evening (Sheng and Ensemble),秋夜(笙與小樂隊)
Huang Yu-hsuan,黄郁軒
Gao Ming,高明
Chan Chi-yuk,陳子旭
A Spring Scene in a Date Orchard (Orch. by Li Zhiqun,棗園春色(李志群編曲
Dizi and Ensemble),笛子與小樂隊)
Annie Mak,Annie Mak
Air champêtre,Air champêtre
Ivy Mak,Ivy Mak
Sheung Lee,Sheung Lee
Air grave,Air grave
Mussorgsky,穆索斯基
Night on Bald Mountain,荒山之夜
Dr. Yip Wai-hong,葉惠康博士
K. 219,
Dr. Law Po-kwan,羅保莙博士
Massenet,馬斯奈
Chen Xi,陳曦
讓我閃耀(敲擊合奏,讓我閃耀(敲擊合奏
郭永熹,郭永熹
李瀚鋒,李瀚鋒
林沛欣,林沛欣
曾琬清,曾琬清
易承殷,易承殷
鄧衍樺,鄧衍樺
陳嘉豪,陳嘉豪
黃正昇,黃正昇
李家康,李家康
林梓熙,林梓熙
黃鈴,黃鈴
All Things Bright and Beautiful (手鈴合奏,All Things Bright and Beautiful (手鈴合奏
Anglican Hymn,Anglican Hymn
arr. Kwan),arr. Kwan)
Blair,Blair
Kaisershot,Kaisershot
Priestess Of Fire (合唱,Priestess Of Fire (合唱
管樂及手鈴合奏),管樂及手鈴合奏)
李瑩賝,李瑩賝
呂詠梅,呂詠梅
湯潔薇,湯潔薇
黃君頤,黃君頤
盧蕙芳,盧蕙芳
李沛儀,李沛儀
葉沛,葉沛
陳國輝,陳國輝
唐錦成,唐錦成
蔡嘉欣,蔡嘉欣
朱穎恒,朱穎恒
梁正熙,梁正熙
梁智軒,梁智軒
莊柏言,莊柏言
林蔚藍,林蔚藍
施恩恩,施恩恩
王敏怡,王敏怡
梁亮,梁亮
You Raise Me Up (合唱,You Raise Me Up (合唱
Rodgers & Hammerstein,Rodgers & Hammerstein
Claude Debussy,德布西
Mei Yi Foo,傳美兒
Estampes,版畫
Conti,Conti
音樂劇及管樂合奏),音樂劇及管樂合奏)
馬漢銘,馬漢銘
張錫雷,張錫雷
杜兆明,杜兆明
張允祈,張允祈
李苑茵,李苑茵
吳詠芝,吳詠芝
容家浚,容家浚
林芝瑛,林芝瑛
呂銓欣,呂銓欣
郭咏茵,郭咏茵
Rodgers,Rodgers
梁希童,梁希童
陳慧妍,陳慧妍
鄭詠恩,鄭詠恩
鍾倩婷,鍾倩婷
吳兆康,吳兆康
吳曜同,吳曜同
Highlight from The Sound of Music (arr. Ma,Highlight from The Sound of Music (arr. Ma
梁善婷,梁善婷
陳曉楹,陳曉楹
朱慧敏,朱慧敏
Elgar,Elgar
James L. Hosay,荷西
"""Persis"" Overture",波斯序曲
Winky Chau,周詠琴
Fergal Carroll,卡羅爾
Jennifer Bill,Jennifer Bill
Song of Lir (In Memory of William Reynish (1966-2001)),李爾之歌 (為紀念William Reynish (1966-2001) 而作)
David Maslanka,大衛．馬蘭賈
Monteverdi,蒙台威爾第
Messa a 4 voci da cappella (Mass for 4 voices,無伴奏四聲部彌撒曲(一六五Ｏ)
1650),
Carmen Koon,官美如
Pergolesi,彼高利斯
Rosaline Pi,畢永琴
Stabat Mater,聖母悼歌
Enico Luk,陸堅智
J.S. Bach,巴赫
Sam Lau,劉森坪
Magnificat,馬利亞尊主頌，BWV二四三
BWV 243,
Edmund Kwan,關傑明
Jean-Philippe Rameau,尚．菲臘．哈默
Suite from Naïs(小步舞曲),納伊斯(小步舞曲)
Emmanuelle Haïm,艾曼紐．艾姆
Anders J. Dahlin,安德斯．哲克．達林
Musical Tragedy Hippolyte & Aricie (Extracts),抒情悲劇《伊波利特與阿里西》(選段)
Katherine Watson,凱瑟琳．沃森
Jacob ter Veldhuis,雅各．特．費德胡斯
The Garden of Love,愛的花園
Joan Tower,瓊雅
Linnea Doyle,Linnea Doyle
Wings,翼
Gary Schocker,基利．索克
Pop,流行曲
Dan Welcher,維契
Spumante (1997),氣泡酒 (1997)
Professor Jerry Junkin,鍾健教授
Donald Grantham,葛蘭森
Professor Nathan Williams,納森．威廉斯教授
J’ai été au bal (1999),舞會的邀約 (1999)
J. M. Molter,J. M. Molter
Meng-Heng Chen,陳孟亨
J. J. Quantz,J. J. Quantz
Trio Sonata in F Major,Trio Sonata in F Major
Meng-Syuan Lin,林孟萱
Huai-Hsin Chang,章懷心
Li Lin,林俐
Xie Wei,謝薇
"Sonata ""Follia"" for 2 Alto and Basso Continuo","Sonata ""Follia"" for 2 Alto and Basso Continuo"
Puccini,普契尼
arr. Yo Goto),後藤洋編)
Keith Allen,艾倫
Tan Dun,譚盾
Crouching Tiger,卧虎藏龍(謝韋民編)
Hidden Dragon (arr. Hsieh Wei-min),
H. Purcell,浦賽爾
Students and friends of Miss Lee Bing,李冰門下及好友
Sound the trumpet (Two-part chorus),鳴號(二部合唱)
Liadov,Liadov
Robin Zebaida,羅賓斯巴逹
Variations on a Polish Theme,Variations on a Polish Theme
Ning Feng,寧峰
Violin Sonata K. 301/293a in G,G大調小提奏鳴曲
Javier Perianes,裴瑞亞尼斯
Jӧrg Demus,約．德姆斯
Impromptu in B flat,降B大調即興曲
D935,
The True Hearted (Erhu Concerto),心香(二胡協奏曲)
Christian Wirth,克利斯蒂安．維爾特
Zhuang Zhou's Dream (Gehu Concerto),莊周夢(革胡協奏曲)
Zhang Ningjia,張寧佳
Zhao Jiazhen,趙家珍
Melody of the Secluded Orchid (Violin,幽蘭操(小提琴
Guqin,古琴
Chai Liang,柴亮
Ho Ying Ying,何瑩瑩
Alamu Gulibala (Zheng with tambourine and dongbula,《阿拉木．古麗巴拉》(古箏與手鼓和冬不拉
Arr. Gao Yan),高雁改編)
Leung Ching-kit,梁正傑
Ho Ying-ying,何瑩瑩
Lau Nga-ting,劉雅婷
Sightseeing (Zheng solo),《遊》(古箏獨奏)
Leung Hou-chun,梁巧駿
Shao Tiehong,邵鐵鴻
Tam King-wah Vincent,譚景華
Clouds and Flowing Water (Zheng and yehu),《流水行雲》(古箏與椰胡)
Margaret Chan,陳肖婉
Shao Tiehong,王中山
Pun Yau-kit,潘有傑
Morning Fog (Zheng solo),《曉霧》(古箏獨奏)
Claude Debussy,克勞德．德布西
Rene Benedetti,艾琳．貝內代蒂
Marie-Laure Muller,瑪麗．洛爾．慕勒
Matthew Wu,胡永彥
12 preludes book 1,十二首《前奏曲》第一冊
Lo Leung-fai,盧亮輝
Encounter (Commissioned in 2011,竹韻琴緣(2011年委約
Ensemble),合奏)
Ho Man-chuen,何文川
Lee Chi-ching,李志清
Romancing the Moon (Commissioned in 2008,江樓望月(2008年委約
J. Alais,阿萊斯
Liliane Fung,馮麗琳
Ariel Liu,廖欣洳
El Joven Simpatico,和善的小伙子
Yap Man-shan,葉敏姍
Sheep May Safely Graze,羊群將安然牧放，BWV二○八(由佩特里改編)
BWV208 (transcribed by Petri),
Webern,魏本
Nareh Arghamanyan,阿爾嘉曼尼楊
Rhapsody on a Theme of Paganini,帕格尼尼主題狂想曲，作品43
C.W. Gluck,格魯克
Trois pieces d'Orfeo et Euridice,《奧菲歐與尤麗狄茜》選曲三首
Au Tin-yung Alex,Au Tin-yung Alex
蔡冠聰,蔡冠聰
陳樹東,陳樹東
劉羨婷,劉羨婷
朱灝強,朱灝強
黃芷清,黃芷清
陳嘉汶,陳嘉汶
鄭希彤,鄭希彤
周愷朗,周愷朗
梁慧賢,梁慧賢
梁詩敏,梁詩敏
Bonnie Wong,Bonnie Wong
The Realm of Fantasy (Hong Kong Premiere,The Realm of Fantasy (Hong Kong Premiere
fl,fl
ob,ob
cl,cl
vln,vln
vlc,vlc
D.Bass,D.Bass
pn),pn)
Margaret Tang,Margaret Tang
Pinsmond Hoi,Pinsmond Hoi
Jeff Siu,Jeff Siu
Juanita Leung,Juanita Leung
Chan Nga-man,Chan Nga-man
At the Juncture (Hong Kong Premiere,At the Juncture (Hong Kong Premiere
pn,pn
erhu,erhu
pipa),pipa)
Brandon Chan,Brandon Chan
Charles Kwong,Charles Kwong
Venus Chan,Venus Chan
Prelude (Hong Kong Premiere,Prelude (Hong Kong Premiere
Cheung Him,Cheung Him
Li Cheong,Li Cheong
Mak Longman,Mak Longman
Rhapsody (ob,Rhapsody (ob
vln vlc),vln vlc)
Joyce Ho,Joyce Ho
Lourdes Saraiva,Lourdes Saraiva
Tyson Wong,Tyson Wong
Night View (fln,Night View (fln
Yip Kim Fung,Yip Kim Fung
Cheung Wun Lam,Cheung Wun Lam
Roji (Hong Kong Premiere,Roji (Hong Kong Premiere
vla,vla
Satoshi Yagisawa,八木澤教司
Concert March,進行曲「太平山」
‘Victoria Peak’,
Leung Bo-kun,梁寶根
Lam Ho-chi,林豪池
Ng Richard Marvin,伍元龍
Li Ka-po,李家寶
Edward Elgar,艾爾加
Chin Kwok-wai,錢國偉
Frances Yip Lai-yee,葉麗儀
Anton Dvorak,德伏札克
‘Victoria Peak’ Concert March,進行曲「太平山」
Connie Lau,Connie Lau
Wie bist du,Wie bist du
meine Königin,meine Königin
Die Mainacht,Die Mainacht
Fauré,Fauré
Kris Ng,Kris Ng
Le Secret,Le Secret
Haydn,Haydn
London,London
Alison Lau,Alison Lau
Anita Wong,Anita Wong
Nelson Mass,Nelson Mass
Instrumental Ensemble by talented young musicians,Instrumental Ensemble by talented young musicians
Thomas Doss,德仕
Romanian Overture,羅馬尼亞序曲
Prof. Chan Wing-wah,陳永華教授
Carl Maria von Weber,韋伯
Lee Sing-wan,李星雲
Kevin Ling,凌閣顯
Dr. Darren Ho,何敦文博士
Austin Yip,葉浩堃
Janice Ho,何可悅
Maze,迷
黎嘉麟,呂海行
任嘉汶,
John Rutter,約翰．路達
The Wind in the Willows (An entertainment based on a story by Kenneth Grahame,柳林風聲(根據葛拉罕的故事改編的娛樂節目
For narrator,為旁述
Steve Kwan Tsz-lai,關子禮
Ka-Wai Yu,余嘉維
BWV 1028,BWV 1028
Mischa Ngai,顏俊瑋
Johannes Brahms,Johannes Brahms
Bach,巴哈
CheHo Lam,林子皓
Stephen Hung,熊韋皓
César Franck,塞扎爾．弗朗克
G.P.Telemann,G.P.Telemann
Amanda Markwick,Amanda Markwick
Tafelmusik Overture TWV 55,Tafelmusik Overture TWV 55
Tsang Yat Ho Andes,Tsang Yat Ho Andes
F.Couperin,F.Couperin
Premier Concert in G Major from Concerts Royaux,Premier Concert in G Major from Concerts Royaux
M.Marais,M.Marais
Les Voix Humaines from Pièces de viole,Les Voix Humaines from Pièces de viole
Book II,Book II
A.Forqueray,A.Forqueray
婁樹華,婁樹華
漁舟唱晚(曹正訂譜),漁舟唱晚(曹正訂譜)
Jiaoli,焦力
Chan Wai Hong,陳偉康
秦腔牌子曲(周延甲改編),秦腔牌子曲(周延甲改編)
G. Verdi,威爾弟
Vivia,歐薇
Zena,梁曼子
Spring,李帥
Silvia,康思宇
Q.Y.,尹綺雲
Questa O Quella,這個或是那個
Emily,劉韻
W.A. Mozart,莫札特
Hero,鍾焯雄
Franco,于克勇
Ice,董雪冰
Hai Già Vinta La Causa,你已穩操勝券
Alex,張天任
Doris,陳惠芳
Juliana,朱夏菁
Deh,啊
Vieni,來吧
Egmont Overture,《艾格蒙》序曲，作品八十四
Lio Kuokman,廖國敏
Appalachian Spring,阿帕拉契亞之春
Ibert,伊伯爾
Claude Delangle,戴朗高
Milhaud,米堯
La Création du monde,創世記
Gregorio Allegri,Gregorio Allegri
Miserere mei,Miserere mei
Deus,Deus
Thomas Tallis,Thomas Tallis
Keith Pun,Keith Pun
Margaret Sang,Margaret Sang
Dieterich Buxtehude,Dieterich Buxtehude
Students from the HKAPA Period Instrumental Ensemble with Players from the Early Music Society of Hong Kong,Students from the HKAPA Period Instrumental Ensemble with Players from the Early Music Society of Hong Kong
Chen Chen,
Louise Kwong,
Lehar,Donizetti
G.Paisiello,帕伊謝洛
Li Jing,李靖
Dominique Chan,Dominique Chan
Il mio ben quando verra,親愛的人何時到來
Bethan Greaves,Bethan Greaves
Gary Tong,Gary Tong
Emas Au,Emas Au
Jo-Anne Trevenna,Jo-Anne Trevenna
Damien Barnes,Damien Barnes
Damien Coory,Damien Coory
Michael Harley,Michael Harley
Mark Willet,Mark Willet
J.B.Loeillet de Gant,勒耶．岡特
Andrea Zanchetta,安卓佳
Tina Karen Lo,羅啓璉
F. Kleynjans,克蘭瓊斯
Connie Ling,凌康妍
Selections from The Art of Fugue (Cuddeford arr),《賦格的藝術》選(格德霍特編)
BWV1041,
J.S. Bach,巴哈
Jean Geoffroy,尚．榮法
Rajesh Mehta,拉杰殊．梅塔
Liberation Series (2014),釋放(2014)
Lam Fung,Lam Fung
Shirley Yeung,Shirley Yeung
Three Movements for Cello Ensemble (2011),Three Movements for Cello Ensemble (2011)
G.p.da Palestrina,帕萊斯特里納
Ave Regina Coelorum,萬福天后
Hu Manxue,胡漫雪
Johannes Brahms,布拉姆斯
Jiang Jiawen,江嘉雯
Huang Xiyin,黃熙殷
Benjamin Britten,布里頓
Piotr Paleczny,彭理斯
Overture of Chen San and Wuniang,《陳三五娘》序曲
Lin Fufu,林賦賦
Lin Cangxiao,林蒼曉
Zhang Ni,張妮
Zheng Yating,鄭亞婷
冼志偉,冼志偉
陳寶寧,陳寶寧
張翎翎,張翎翎
康明芝,康明芝
潘樂敏,潘樂敏
張浩騰,張浩騰
Steve Yan,Steve Yan
Raymond Chung,Raymond Chung
江明志,江明志
譚漢文,譚漢文
Stella,曾麗明
Andante,
Colleen,李嘉齡
Felix,譚國暉
Wang Xilin,王西麟
The Torch Festival (Symphonic Suites),《火把節》(交響組曲)
Lin Daye,林大葉
Jue Yao,姚珏
The Love (Violin Concerto),《愛》(小提琴協奏曲)
Wolfgang A.Mozart,Wolfgang A.Mozart
Wang Aywen,王愛雯
Cheung Ming-Fai,張明輝
R.Schumann,R.Schumann
Alvin Chan,陳樹成
Dr. Martin Lee,李志權
F.Schubert,F.Schubert
Claude Debussy,Claude Debussy
Isabelle Moretti,伊莎貝爾．莫雷蒂
Prélude,Prélude
Menuet et Clair de lune from Suite Bergamasque (arrangement for harp Isabelle Moretti),Menuet et Clair de lune from Suite Bergamasque (arrangement for harp Isabelle Moretti)
G. Bizet,比才
Chan Hing-wah Frog,陳興華
Astor Piazzolla,皮爾梭拉
Ho Kit-fun,何頡勳
Café 1930,咖啡館1930
Grieg,葛利格
Timothy Kwok,郭家豪
Holberg Suite,霍爾堡組曲，作品四十
La Cenerentola,灰姑娘
Kwok Chi Wai Ray,郭志偉
Ronald Lam,林豪池
Amanda Wai-Yin Li,李蕙妍
Bobbie Zhang,張倩
Wayne Wei Ta Yeh,葉維逹
Thomas C H Chan,陳振康
Chien Sum Ming Sammy,錢深銘
A. Corelli,柯里尼
Trio Sonata in F Major (arr. C. Schickhardt),F大調三重奏鳴曲(舒克赫特編)
Ho Wing-kai Henry,何永佳
Vicky Tse,謝詠琪
J.S.Bach,巴赫
Karen Yeung,楊嘉倫
BWV 1006 (arr. Poon Ting-leung Martin),潘廷亮編)
Bu Xinge,卜心歌
G.F. Handel,韓德爾
Poon Ting-leung Martin,潘廷亮
Tornami a vagheggiar (from Alcina,回到我身邊吧！(選自《阿辛娜》(HWV 34))
HWV 34),
Gloria Chan,陳嫣怡
Ng Chun-hoi Daniel,吳俊凱
Tsang Tak-chee Tony,曾德之
Chan Ma-ki Maggie,陳馬奇
Kerry Shih,施蓓莉
Stephen Wong,黃偉榮
Yi Jian Mei(女高音獨唱),一剪梅(女高音獨唱)
Cat Cheung,張曦雯
Chong Ting-ho Ivan,莊庭皓
Ah! Je veux vivre (from Roméo et Juliette),我希望活在夢裡(選自《羅密歐與朱麗葉》)
Ma Po-yuet,馬寶月
Wong Wai-ling Helen,黃惠玲
Dance with Dolphins (world premiere,與海豚共舞(世界首演
Harmonica Music),口琴音樂)
Ip Kim-ho,葉劍豪
Yu King-yin,余敬賢
Chan Cham-wa,陳湛華
Sound China (Harmonica Music),聲華(口琴音樂)
Viola Yuen,阮慧玲
Tsui Wan-ching,徐允清
Zhang Xiaofeng,張曉峰
Reverberating Charm of Shaanxi (Ensemble),秦韻(合奏)
Huang Kuang-yu,黃光佑
Zhou Yuguo,周煜國
Ma Di,馬迪
Dance Music of Southern Xinjiang (Ensemble),南彊舞曲(合奏)
Li Ying,李英
Overlapping II (Hong Kong Premiere,層疊II(香港首演
Kwok Ka-ying,郭嘉瑩
Wu Chun-hei,胡晉僖
The Gobi Desert (Arr. Wang Shaowei,大漠(王紹渭編
Dizi & Ensemble),笛子與樂隊)
Kurt Weill,懷爾
Recordare,垂念
Jerome Hoberman,何博文
Carl Orff,奧爾夫
Samuel Huang,黃加恩
Chau Chin-tung,周展彤
Ho Ming-yan,何銘恩
Rieko Koyama,小山理惠子
Raymond Leung Wai-wa,梁偉華
Aziz D. Barnard Luce,白亞斯
Dragon Boats (Folk tune,龍船(民間樂曲
Transcribed by Zhang Buchan,張步蟾傳譜
Pipa solo),琵琶獨奏)
Xiao Chao,肖超
Wu Hoyuan,吳厚元
Benedikt Bindewald,賓德禾特
Sabrina Ma,馬淑慧
heimlich,悄悄地
still und leise,靜靜地
Mary Wu,吳美樂
BWV1007,
Colin Carr,科倫．卡爾
Ren Dance,文藝復興舞曲
L. van Beethoven,貝多芬
Carolus Hacquart,阿卡爾
Gudrun Sidonie Otto,Gudrun Sidonie Otto
Georg Friedrich Händel,韓德爾
Dvorak,Dvorak
Slash Leung,梁志邦
Carmen Cheung,張嘉敏
Lan Yuen Chi,藍元嗣
Ng Wai Yat,吳為一
Ko Chi Kin,高智健
He Jin Yu,何錦煜
Yeung Hoi Ching,楊凱晴
He Zhi Jun,何梓俊
Goh Ching,吳晉
Xing Wai Man,黄偉文
Wilson Chu,朱偉舜
Cheung Ming Fai,張明輝
Yuen Wing Shuen Sharon,袁穎璇
Song Ning Jun,宋靈均
An Na,安娜
Wang Sing An,王聖安
Ivan Yanakov,Ivan Yanakov
Czerny,Czerny
Amy Ng,吳月霞
Charles Villiers Stanford,史丹褔
Annie Mak,麥可怡
3 Intermezzi,三首間奏曲，作品13
Chan Siu Wai,陳小慧
Arthur Bliss,亞瑟．布利斯
Joey Wan,温頌慈
Pastoral,牧歌
Lun Wai-kit Edward,倫偉傑
The Secret Agent Guest (Commissioned by the Yao Yueh Chinese Music Association in 2014,突襲(世界首演
Leung Chi-cheung,梁志鏘
Leung Chi-hin,梁智軒
Mak Ka-yin Dick,麥嘉然
A Journey across Time (Commissioned by the Yao Yueh Chinese Music Association in 2014,尋覓．時空的旅程(世界首演
